date,time,deg_c,do_percent,spc_uS_cm,pH,FNU,tss_mg_L,bga_pe_RFU,bga_pe_ug_L,chl_RFU,chl_ug_L,dep_m,effluent_discharging,salinity
12/15/23,04:34:00PM,16.797,62.9,50145,8.33,0.36,0,-0.4,-1.13,0.04,0.16,0.038,,
12/15/23,04:34:01PM,16.797,62.9,50145,8.33,0.36,0,-0.4,-1.13,0.04,0.18,0.038,,
12/15/23,04:34:02PM,16.797,62.9,50145,8.33,0.36,0,-0.4,-1.12,0.04,0.17,0.038,,
12/15/23,04:34:03PM,16.797,62.9,50145,8.33,0.37,0,-0.4,-1.11,0.05,0.18,0.038,,
12/15/23,04:34:04PM,16.797,62.8,50145,8.33,0.39,0,-0.39,-1.09,0.05,0.18,0.038,,
12/15/23,04:34:05PM,16.797,62.8,50145,8.33,0.39,0,-0.4,-1.12,0.05,0.19,0.038,,
12/15/23,04:34:06PM,16.797,62.8,50145,8.33,0.39,0,-0.39,-1.1,0.05,0.21,0.038,,
12/15/23,04:34:07PM,16.797,62.8,50145,8.33,0.4,0,-0.41,-1.14,0.05,0.22,0.038,,
12/15/23,04:34:08PM,16.797,62.8,50145,8.33,0.39,0,-0.41,-1.14,0.06,0.23,0.038,,
12/15/23,04:34:09PM,16.797,62.8,50145,8.33,0.4,0,-0.4,-1.13,0.06,0.24,0.038,,
12/15/23,04:34:10PM,16.797,62.8,50145,8.33,0.4,0,-0.4,-1.12,0.06,0.22,0.038,,
12/15/23,04:34:11PM,16.797,62.8,50145,8.33,0.41,0,-0.39,-1.1,0.05,0.22,0.038,,
12/15/23,04:34:12PM,16.797,62.8,50145,8.33,0.41,0,-0.39,-1.09,0.05,0.2,0.038,,
12/15/23,04:34:13PM,16.797,62.8,50145,8.33,0.4,0,-0.38,-1.05,0.05,0.21,0.038,,
12/15/23,04:34:14PM,16.797,62.8,50145,8.33,0.41,0,-0.37,-1.03,0.05,0.19,0.038,,
12/15/23,04:34:15PM,16.797,62.8,50145,8.33,0.4,0,-0.38,-1.08,0.06,0.22,0.038,,
12/15/23,04:34:16PM,16.797,62.8,50145,8.33,0.4,0,-0.37,-1.05,0.05,0.21,0.038,,
12/15/23,04:34:17PM,16.797,62.8,50145,8.33,0.39,0,-0.37,-1.04,0.05,0.22,0.038,,
12/15/23,04:34:18PM,16.797,62.8,50145,8.33,0.38,0,-0.37,-1.04,0.05,0.18,0.038,,
12/15/23,04:34:19PM,16.797,62.8,50145,8.33,0.39,0,-0.36,-1.01,0.05,0.18,0.038,,
12/15/23,04:34:20PM,16.797,62.8,50145,8.33,0.4,0,-0.35,-0.99,0.05,0.18,0.038,,
12/15/23,04:34:21PM,16.797,62.8,50145,8.33,0.42,0,-0.35,-0.98,0.04,0.17,0.038,,
12/15/23,04:34:22PM,16.797,62.8,50145,8.33,0.42,0,-0.35,-0.97,0.03,0.14,0.038,,
12/15/23,04:34:23PM,16.797,62.8,50145,8.33,0.43,0,-0.36,-1.01,0.04,0.14,0.038,,
12/15/23,04:34:24PM,16.797,62.8,50144,8.33,0.42,0,-0.37,-1.02,0.03,0.13,0.038,,
12/15/23,04:34:25PM,16.796,62.8,50144,8.33,0.42,0,-0.37,-1.04,0.04,0.14,0.038,,
12/15/23,04:34:26PM,16.796,62.8,50144,8.33,0.42,0,-0.36,-1.01,0.03,0.14,0.038,,
12/15/23,04:34:27PM,16.796,62.8,50144,8.33,0.42,0,-0.36,-1.02,0.04,0.16,0.038,,
12/15/23,04:34:28PM,16.796,62.7,50144,8.33,0.4,0,-0.38,-1.05,0.04,0.14,0.038,,
12/15/23,04:34:29PM,16.796,62.7,50144,8.33,0.4,0,-0.38,-1.05,0.04,0.15,0.038,,
12/15/23,04:34:30PM,16.796,62.7,50144,8.33,0.4,0,-0.38,-1.06,0.04,0.16,0.038,,
12/15/23,04:34:31PM,16.796,62.7,50143,8.33,0.4,0,-0.38,-1.08,0.04,0.17,0.038,,
12/15/23,04:34:32PM,16.796,62.7,50143,8.33,0.4,0,-0.39,-1.08,0.05,0.18,0.038,,
12/15/23,04:34:33PM,16.796,62.7,50143,8.33,0.41,0,-0.39,-1.08,0.05,0.2,0.038,,
12/15/23,04:34:34PM,16.796,62.7,50143,8.33,0.4,0,-0.38,-1.07,0.05,0.19,0.038,,
12/15/23,04:34:35PM,16.796,62.7,50143,8.33,0.38,0,-0.37,-1.05,0.05,0.19,0.038,,
12/15/23,04:34:36PM,16.796,62.7,50143,8.33,0.37,0,-0.38,-1.06,0.05,0.21,0.038,,
12/15/23,04:34:37PM,16.796,62.7,50143,8.33,0.37,0,-0.37,-1.05,0.06,0.23,0.038,,
12/15/23,04:34:38PM,16.796,62.7,50143,8.33,0.37,0,-0.38,-1.07,0.06,0.24,0.038,,
12/15/23,04:34:39PM,16.796,62.7,50143,8.33,0.36,0,-0.39,-1.09,0.06,0.25,0.038,,
12/15/23,04:34:40PM,16.796,62.7,50143,8.33,0.35,0,-0.37,-1.03,0.07,0.26,0.038,,
12/15/23,04:34:41PM,16.796,62.7,50143,8.33,0.36,0,-0.37,-1.03,0.07,0.26,0.038,,
12/15/23,04:34:42PM,16.796,62.7,50144,8.33,0.36,0,-0.38,-1.06,0.06,0.25,0.038,,
12/15/23,04:34:43PM,16.796,62.7,50144,8.33,0.37,0,-0.38,-1.07,0.07,0.26,0.038,,
12/15/23,04:34:44PM,16.795,62.7,50144,8.33,0.37,0,-0.37,-1.04,0.06,0.25,0.038,,
12/15/23,04:34:45PM,16.795,62.7,50144,8.33,0.37,0,-0.38,-1.07,0.07,0.27,0.038,,
12/15/23,04:34:46PM,16.795,62.7,50144,8.33,0.37,0,-0.38,-1.06,0.07,0.26,0.038,,
12/15/23,04:34:47PM,16.795,62.7,50144,8.33,0.37,0,-0.36,-1.01,0.07,0.28,0.038,,
12/15/23,04:34:48PM,16.795,62.7,50144,8.33,0.36,0,-0.35,-0.99,0.07,0.27,0.038,,
12/15/23,04:34:49PM,16.795,62.7,50144,8.33,0.37,0,-0.35,-0.97,0.06,0.25,0.038,,
12/15/23,04:34:50PM,16.795,62.7,50144,8.33,0.37,0,-0.35,-0.98,0.06,0.23,0.038,,
12/15/23,04:34:51PM,16.795,62.7,50143,8.33,0.38,0,-0.37,-1.03,0.05,0.2,0.038,,
12/15/23,04:34:52PM,16.795,62.7,50144,8.33,0.39,0,-0.37,-1.04,0.05,0.21,0.038,,
12/15/23,04:34:53PM,16.795,62.7,50143,8.33,0.39,0,-0.38,-1.06,0.05,0.21,0.038,,
12/15/23,04:34:54PM,16.795,62.7,50144,8.33,0.39,0,-0.38,-1.07,0.06,0.22,0.038,,
12/15/23,04:34:55PM,16.794,62.7,50143,8.33,0.4,0,-0.38,-1.07,0.05,0.21,0.038,,
12/15/23,04:34:56PM,16.794,62.7,50143,8.33,0.39,0,-0.38,-1.06,0.05,0.2,0.038,,
12/15/23,04:34:57PM,16.794,62.7,50143,8.33,0.38,0,-0.38,-1.06,0.05,0.19,0.037,,
12/15/23,04:34:58PM,16.794,62.7,50143,8.33,0.37,0,-0.37,-1.03,0.04,0.16,0.037,,
12/15/23,04:34:59PM,16.794,62.7,50144,8.33,0.36,0,-0.38,-1.07,0.04,0.16,0.037,,
12/15/23,04:35:00PM,16.794,62.7,50144,8.33,0.36,0,-0.39,-1.09,0.04,0.17,0.037,,
12/15/23,04:35:01PM,16.794,62.7,50144,8.33,0.37,0,-0.38,-1.05,0.05,0.18,0.037,,
12/15/23,04:35:02PM,16.794,62.7,50144,8.33,0.38,0,-0.38,-1.06,0.05,0.2,0.037,,
12/15/23,04:35:03PM,16.794,62.7,50144,8.33,0.36,0,-0.38,-1.08,0.05,0.18,0.037,,
12/15/23,04:35:04PM,16.794,62.7,50143,8.33,0.36,0,-0.39,-1.1,0.05,0.19,0.037,,
12/15/23,04:35:05PM,16.794,62.7,50143,8.33,0.36,0,-0.41,-1.13,0.04,0.18,0.037,,
12/15/23,04:35:06PM,16.794,62.7,50143,8.33,0.35,0,-0.41,-1.15,0.05,0.19,0.037,,
12/15/23,04:35:07PM,16.794,62.7,50143,8.33,0.34,0,-0.42,-1.18,0.04,0.15,0.037,,
12/15/23,04:35:08PM,16.793,62.7,50143,8.33,0.33,0,-0.41,-1.16,0.03,0.14,0.037,,
12/15/23,04:35:09PM,16.793,62.7,50143,8.33,0.33,0,-0.41,-1.14,0.04,0.17,0.037,,
12/15/23,04:35:10PM,16.793,62.7,50143,8.33,0.33,0,-0.41,-1.14,0.05,0.19,0.037,,
12/15/23,04:35:11PM,16.793,62.7,50143,8.33,0.33,0,-0.41,-1.14,0.05,0.19,0.037,,
12/15/23,04:35:12PM,16.793,62.7,50143,8.33,0.35,0,-0.4,-1.11,0.05,0.18,0.037,,
12/15/23,04:35:13PM,16.793,62.7,50143,8.33,0.35,0,-0.4,-1.11,0.05,0.2,0.037,,
12/15/23,04:35:14PM,16.793,62.7,50143,8.33,0.36,0,-0.4,-1.12,0.05,0.2,0.037,,
12/15/23,04:35:15PM,16.793,62.7,50143,8.33,0.37,0,-0.4,-1.11,0.05,0.2,0.037,,
12/15/23,04:35:16PM,16.793,62.7,50142,8.33,0.36,0,-0.4,-1.11,0.05,0.19,0.037,,
12/15/23,04:35:17PM,16.793,62.7,50143,8.33,0.36,0,-0.4,-1.11,0.05,0.22,0.037,,
12/15/23,04:35:18PM,16.793,62.7,50143,8.33,0.37,0,-0.4,-1.11,0.06,0.25,0.037,,
12/15/23,04:35:19PM,16.793,62.7,50143,8.33,0.37,0,-0.4,-1.12,0.06,0.24,0.037,,
12/15/23,04:35:20PM,16.793,62.7,50143,8.33,0.38,0,-0.4,-1.12,0.05,0.21,0.037,,
12/15/23,04:35:21PM,16.792,62.7,50143,8.33,0.38,0,-0.39,-1.1,0.04,0.18,0.037,,
12/15/23,04:35:22PM,16.792,62.7,50142,8.33,0.38,0,-0.39,-1.09,0.04,0.15,0.037,,
12/15/23,04:35:23PM,16.792,62.7,50142,8.33,0.4,0,-0.37,-1.05,0.04,0.14,0.037,,
12/15/23,04:35:24PM,16.792,62.7,50142,8.33,0.4,0,-0.36,-1.02,0.03,0.14,0.037,,
12/15/23,04:35:25PM,16.792,62.7,50142,8.33,0.4,0,-0.37,-1.03,0.04,0.15,0.037,,
12/15/23,04:35:26PM,16.792,62.7,50142,8.33,0.4,0,-0.36,-1,0.04,0.16,0.037,,
12/15/23,04:35:27PM,16.792,62.7,50142,8.33,0.39,0,-0.37,-1.03,0.04,0.18,0.037,,
12/15/23,04:35:28PM,16.792,62.7,50142,8.33,0.39,0,-0.37,-1.05,0.03,0.14,0.037,,
12/15/23,04:35:29PM,16.792,62.7,50142,8.33,0.4,0,-0.36,-1.01,0.03,0.13,0.037,,
12/15/23,04:35:30PM,16.792,62.7,50142,8.33,0.4,0,-0.36,-1.02,0.03,0.14,0.037,,
12/15/23,04:35:31PM,16.792,62.7,50142,8.33,0.4,0,-0.37,-1.03,0.04,0.15,0.037,,
12/15/23,04:35:32PM,16.792,62.7,50142,8.33,0.4,0,-0.38,-1.07,0.04,0.16,0.037,,
12/15/23,04:35:33PM,16.792,62.7,50142,8.33,0.41,0,-0.38,-1.06,0.05,0.19,0.037,,
12/15/23,04:35:34PM,16.792,62.7,50142,8.33,0.41,0,-0.38,-1.07,0.05,0.18,0.038,,
12/15/23,04:35:35PM,16.792,62.7,50142,8.33,0.41,0,-0.39,-1.08,0.05,0.19,0.038,,
12/15/23,04:35:36PM,16.792,62.7,50142,8.33,0.41,0,-0.39,-1.09,0.04,0.18,0.038,,
12/15/23,04:35:37PM,16.792,62.7,50143,8.33,0.4,0,-0.41,-1.13,0.05,0.18,0.038,,
12/15/23,04:35:38PM,16.791,62.7,50143,8.33,0.39,0,-0.41,-1.14,0.04,0.16,0.038,,
12/15/23,04:35:39PM,16.791,62.7,50143,8.33,0.39,0,-0.41,-1.14,0.05,0.19,0.038,,
12/15/23,04:35:40PM,16.791,62.7,50143,8.33,0.38,0,-0.41,-1.16,0.05,0.18,0.038,,
12/15/23,04:35:41PM,16.791,62.7,50143,8.33,0.37,0,-0.41,-1.14,0.05,0.18,0.038,,
12/15/23,04:35:42PM,16.791,62.7,50144,8.33,0.37,0,-0.41,-1.16,0.04,0.18,0.038,,
12/15/23,04:35:43PM,16.791,62.7,50143,8.33,0.38,0,-0.41,-1.16,0.05,0.19,0.038,,
12/15/23,04:35:44PM,16.791,62.7,50143,8.33,0.37,0,-0.4,-1.13,0.04,0.17,0.038,,
12/15/23,04:35:45PM,16.791,62.7,50143,8.33,0.36,0,-0.42,-1.17,0.04,0.16,0.038,,
12/15/23,04:35:46PM,16.791,62.7,50144,8.33,0.37,0,-0.41,-1.14,0.04,0.17,0.038,,
12/15/23,04:35:47PM,16.791,62.7,50144,8.33,0.36,0,-0.41,-1.16,0.04,0.16,0.038,,
12/15/23,04:35:48PM,16.791,62.7,50144,8.33,0.37,0,-0.42,-1.18,0.04,0.15,0.038,,
12/15/23,04:35:49PM,16.791,62.7,50144,8.33,0.37,0,-0.42,-1.17,0.04,0.16,0.038,,
12/15/23,04:35:50PM,16.791,62.7,50144,8.33,0.38,0,-0.42,-1.17,0.03,0.13,0.038,,
12/15/23,04:35:51PM,16.791,62.7,50144,8.33,0.38,0,-0.4,-1.12,0.03,0.13,0.038,,
12/15/23,04:35:52PM,16.79,62.7,50145,8.33,0.38,0,-0.4,-1.12,0.03,0.13,0.038,,
12/15/23,04:35:53PM,16.79,62.7,50145,8.33,0.38,0,-0.4,-1.11,0.04,0.14,0.038,,
12/15/23,04:35:54PM,16.79,62.7,50145,8.33,0.38,0,-0.4,-1.12,0.03,0.12,0.038,,
12/15/23,04:35:55PM,16.79,62.7,50145,8.33,0.38,0,-0.41,-1.15,0.04,0.14,0.038,,
12/15/23,04:35:56PM,16.79,62.7,50146,8.33,0.39,0,-0.41,-1.14,0.04,0.15,0.038,,
12/15/23,04:35:57PM,16.79,62.7,50146,8.33,0.39,0,-0.4,-1.13,0.03,0.14,0.038,,
12/15/23,04:35:58PM,16.79,62.7,50146,8.33,0.4,0,-0.41,-1.15,0.03,0.12,0.038,,
12/15/23,04:35:59PM,16.79,62.7,50146,8.33,0.4,0,-0.41,-1.14,0.03,0.11,0.038,,
12/15/23,04:36:00PM,16.79,62.7,50146,8.33,0.41,0,-0.43,-1.19,0.03,0.11,0.038,,
12/15/23,04:36:01PM,16.79,62.7,50146,8.33,0.41,0,-0.42,-1.18,0.03,0.12,0.038,,
12/15/23,04:36:02PM,16.79,62.7,50146,8.33,0.42,0,-0.42,-1.18,0.03,0.12,0.038,,
12/15/23,04:36:03PM,16.79,62.7,50146,8.33,0.41,0,-0.42,-1.18,0.03,0.12,0.038,,
12/15/23,04:36:04PM,16.79,62.7,50145,8.33,0.41,0,-0.42,-1.17,0.03,0.11,0.037,,
12/15/23,04:36:05PM,16.79,62.7,50145,8.33,0.42,0,-0.43,-1.2,0.03,0.11,0.037,,
12/15/23,04:36:06PM,16.79,62.7,50146,8.33,0.42,0,-0.4,-1.12,0.03,0.11,0.037,,
12/15/23,04:36:07PM,16.79,62.7,50145,8.33,0.43,0,-0.4,-1.11,0.03,0.12,0.037,,
12/15/23,04:36:08PM,16.79,62.7,50145,8.33,0.44,0,-0.41,-1.14,0.04,0.14,0.037,,
12/15/23,04:36:09PM,16.79,62.7,50145,8.33,0.45,0,-0.42,-1.18,0.04,0.17,0.038,,
12/15/23,04:36:10PM,16.79,62.7,50145,8.33,0.46,0,-0.43,-1.22,0.04,0.18,0.037,,
12/15/23,04:36:11PM,16.79,62.7,50145,8.33,0.47,0,-0.43,-1.19,0.05,0.2,0.037,,
12/15/23,04:36:12PM,16.79,62.7,50144,8.33,0.46,0,-0.43,-1.21,0.05,0.2,0.037,,
12/15/23,04:36:13PM,16.79,62.7,50145,8.33,0.46,0,-0.43,-1.21,0.06,0.22,0.037,,
12/15/23,04:36:14PM,16.79,62.7,50145,8.33,0.47,0,-0.43,-1.21,0.05,0.21,0.037,,
12/15/23,04:36:15PM,16.79,62.7,50144,8.33,0.47,0,-0.44,-1.23,0.06,0.24,0.037,,
12/15/23,04:36:16PM,16.79,62.7,50144,8.33,0.48,0,-0.43,-1.22,0.06,0.24,0.037,,
12/15/23,04:36:17PM,16.79,62.7,50143,8.33,0.47,0,-0.43,-1.2,0.06,0.22,0.037,,
12/15/23,04:36:18PM,16.79,62.7,50144,8.33,0.47,0,-0.44,-1.23,0.05,0.2,0.037,,
12/15/23,04:36:19PM,16.79,62.7,50144,8.33,0.47,0,-0.42,-1.16,0.05,0.19,0.037,,
12/15/23,04:36:20PM,16.79,62.7,50144,8.33,0.46,0,-0.42,-1.17,0.04,0.17,0.037,,
12/15/23,04:36:21PM,16.789,62.7,50144,8.33,0.46,0,-0.42,-1.16,0.04,0.18,0.037,,
12/15/23,04:36:22PM,16.789,62.7,50144,8.33,0.45,0,-0.42,-1.16,0.04,0.17,0.037,,
12/15/23,04:36:23PM,16.789,62.7,50144,8.33,0.44,0,-0.43,-1.2,0.04,0.17,0.037,,
12/15/23,04:36:24PM,16.789,62.7,50144,8.33,0.42,0,-0.42,-1.19,0.04,0.18,0.037,,
12/15/23,04:36:25PM,16.789,62.7,50144,8.33,0.43,0,-0.43,-1.21,0.05,0.2,0.037,,
12/15/23,04:36:26PM,16.789,62.7,50144,8.33,0.42,0,-0.43,-1.22,0.04,0.18,0.037,,
12/15/23,04:36:27PM,16.789,62.7,50144,8.33,0.42,0,-0.42,-1.16,0.05,0.19,0.038,,
12/15/23,04:36:28PM,16.789,62.7,50144,8.33,0.41,0,-0.38,-1.07,0.05,0.21,0.038,,
12/15/23,04:36:29PM,16.789,62.7,50144,8.33,0.4,0,-0.37,-1.03,0.05,0.22,0.038,,
12/15/23,04:36:30PM,16.789,62.7,50145,8.33,0.39,0,-0.37,-1.04,0.05,0.21,0.038,,
12/15/23,04:36:31PM,16.789,62.7,50145,8.33,0.39,0,-0.36,-1.02,0.06,0.22,0.038,,
12/15/23,04:36:32PM,16.789,62.7,50144,8.33,0.38,0,-0.35,-0.99,0.06,0.22,0.038,,
12/15/23,04:36:33PM,16.789,62.7,50144,8.33,0.37,0,-0.33,-0.92,0.06,0.23,0.038,,
12/15/23,04:36:34PM,16.789,62.7,50144,8.33,0.38,0,-0.32,-0.91,0.06,0.22,0.038,,
12/15/23,04:36:35PM,16.789,62.7,50144,8.33,0.36,0,-0.33,-0.91,0.05,0.22,0.037,,
12/15/23,04:36:36PM,16.789,62.7,50144,8.33,0.36,0,-0.33,-0.92,0.06,0.23,0.038,,
12/15/23,04:36:37PM,16.789,62.7,50144,8.33,0.36,0,-0.33,-0.93,0.06,0.23,0.038,,
12/15/23,04:36:38PM,16.789,62.7,50143,8.33,0.37,0,-0.34,-0.94,0.06,0.25,0.038,,
12/15/23,04:36:39PM,16.789,62.7,50143,8.33,0.36,0,-0.33,-0.93,0.06,0.24,0.038,,
12/15/23,04:36:40PM,16.789,62.7,50143,8.33,0.35,0,-0.33,-0.94,0.05,0.21,0.038,,
12/15/23,04:36:41PM,16.789,62.7,50143,8.33,0.35,0,-0.34,-0.95,0.05,0.2,0.038,,
12/15/23,04:36:42PM,16.789,62.7,50143,8.33,0.36,0,-0.33,-0.92,0.05,0.21,0.038,,
12/15/23,04:36:43PM,16.789,62.7,50143,8.33,0.36,0,-0.34,-0.94,0.06,0.23,0.038,,
12/15/23,04:36:44PM,16.789,62.7,50143,8.33,0.35,0,-0.36,-1,0.06,0.24,0.038,,
12/15/23,04:36:45PM,16.789,62.7,50144,8.33,0.35,0,-0.36,-1,0.06,0.23,0.038,,
12/15/23,04:36:46PM,16.789,62.7,50144,8.33,0.35,0,-0.37,-1.03,0.05,0.21,0.038,,
12/15/23,04:36:47PM,16.789,62.7,50144,8.33,0.34,0,-0.38,-1.07,0.04,0.17,0.038,,
12/15/23,04:36:48PM,16.789,62.7,50144,8.33,0.35,0,-0.4,-1.11,0.05,0.18,0.038,,
12/15/23,04:36:49PM,16.789,62.7,50144,8.33,0.36,0,-0.41,-1.15,0.04,0.17,0.038,,
12/15/23,04:36:50PM,16.789,62.7,50144,8.33,0.36,0,-0.41,-1.15,0.04,0.17,0.037,,
12/15/23,04:36:51PM,16.789,62.7,50144,8.33,0.36,0,-0.43,-1.2,0.05,0.21,0.038,,
12/15/23,04:36:52PM,16.789,62.7,50145,8.33,0.36,0,-0.44,-1.22,0.05,0.22,0.038,,
12/15/23,04:36:53PM,16.789,62.7,50145,8.33,0.36,0,-0.44,-1.24,0.06,0.23,0.038,,
12/15/23,04:36:54PM,16.789,62.7,50145,8.33,0.36,0,-0.45,-1.25,0.05,0.2,0.038,,
12/15/23,04:36:55PM,16.789,62.7,50146,8.33,0.36,0,-0.46,-1.28,0.04,0.16,0.038,,
12/15/23,04:36:56PM,16.789,62.7,50146,8.33,0.36,0,-0.46,-1.28,0.04,0.17,0.038,,
12/15/23,04:36:57PM,16.789,62.7,50146,8.33,0.36,0,-0.45,-1.27,0.05,0.18,0.038,,
12/15/23,04:36:58PM,16.789,62.7,50145,8.33,0.36,0,-0.47,-1.33,0.05,0.18,0.038,,
12/15/23,04:36:59PM,16.789,62.7,50145,8.33,0.36,0,-0.47,-1.31,0.05,0.19,0.038,,
12/15/23,04:37:00PM,16.789,62.7,50145,8.33,0.37,0,-0.46,-1.28,0.05,0.21,0.038,,
12/15/23,04:37:01PM,16.789,62.7,50144,8.33,0.36,0,-0.45,-1.26,0.06,0.22,0.038,,
12/15/23,04:37:02PM,16.789,62.7,50144,8.33,0.37,0,-0.44,-1.24,0.05,0.22,0.038,,
12/15/23,04:37:03PM,16.789,62.7,50144,8.33,0.36,0,-0.44,-1.23,0.05,0.22,0.038,,
12/15/23,04:37:04PM,16.789,62.7,50143,8.33,0.35,0,-0.45,-1.27,0.06,0.23,0.038,,
12/15/23,04:37:05PM,16.789,62.7,50143,8.33,0.35,0,-0.46,-1.28,0.06,0.25,0.037,,
12/15/23,04:37:06PM,16.789,62.7,50143,8.33,0.35,0,-0.44,-1.24,0.07,0.29,0.038,,
12/15/23,04:37:07PM,16.789,62.7,50143,8.33,0.35,0,-0.44,-1.24,0.07,0.29,0.037,,
12/15/23,04:37:08PM,16.789,62.7,50143,8.33,0.36,0,-0.43,-1.22,0.07,0.28,0.037,,
12/15/23,04:37:09PM,16.789,62.7,50143,8.33,0.35,0,-0.43,-1.2,0.07,0.3,0.038,,
12/15/23,04:37:10PM,16.789,62.7,50143,8.33,0.34,0,-0.42,-1.18,0.07,0.27,0.038,,
12/15/23,04:37:11PM,16.789,62.7,50143,8.33,0.33,0,-0.42,-1.17,0.06,0.23,0.037,,
12/15/23,04:37:12PM,16.789,62.7,50143,8.33,0.34,0,-0.41,-1.14,0.06,0.23,0.038,,
12/15/23,04:37:13PM,16.789,62.7,50143,8.33,0.34,0,-0.39,-1.1,0.06,0.22,0.038,,
12/15/23,04:37:14PM,16.789,62.7,50143,8.33,0.33,0,-0.38,-1.07,0.06,0.23,0.038,,
12/15/23,04:37:15PM,16.789,62.7,50143,8.33,0.32,0,-0.36,-1.01,0.06,0.23,0.038,,
12/15/23,04:37:16PM,16.789,62.7,50144,8.33,0.32,0,-0.36,-1.02,0.06,0.24,0.038,,
12/15/23,04:37:17PM,16.789,62.7,50144,8.33,0.32,0,-0.35,-0.97,0.06,0.25,0.038,,
12/15/23,04:37:18PM,16.789,62.7,50145,8.33,0.33,0,-0.35,-0.98,0.06,0.24,0.038,,
12/15/23,04:37:19PM,16.789,62.7,50144,8.33,0.33,0,-0.37,-1.04,0.06,0.24,0.038,,
12/15/23,04:37:20PM,16.789,62.7,50144,8.33,0.33,0,-0.37,-1.05,0.06,0.24,0.038,,
12/15/23,04:37:21PM,16.789,62.7,50144,8.33,0.34,0,-0.38,-1.06,0.06,0.25,0.038,,
12/15/23,04:37:22PM,16.789,62.7,50144,8.33,0.33,0,-0.38,-1.08,0.07,0.27,0.038,,
12/15/23,04:37:23PM,16.789,62.7,50144,8.33,0.33,0,-0.37,-1.04,0.07,0.27,0.038,,
12/15/23,04:37:24PM,16.789,62.7,50144,8.33,0.33,0,-0.36,-1.02,0.07,0.26,0.038,,
12/15/23,04:37:25PM,16.789,62.7,50144,8.33,0.32,0,-0.37,-1.04,0.06,0.25,0.037,,
12/15/23,04:37:26PM,16.789,62.7,50144,8.33,0.33,0,-0.38,-1.06,0.05,0.21,0.038,,
12/15/23,04:37:27PM,16.789,62.7,50145,8.33,0.33,0,-0.38,-1.08,0.05,0.18,0.038,,
12/15/23,04:37:28PM,16.789,62.7,50144,8.33,0.34,0,-0.4,-1.12,0.04,0.17,0.038,,
12/15/23,04:37:29PM,16.789,62.7,50144,8.33,0.35,0,-0.4,-1.11,0.04,0.16,0.038,,
12/15/23,04:37:30PM,16.789,62.7,50144,8.33,0.35,0,-0.4,-1.13,0.04,0.15,0.038,,
12/15/23,04:37:31PM,16.789,62.7,50144,8.33,0.34,0,-0.41,-1.16,0.04,0.16,0.038,,
12/15/23,04:37:32PM,16.789,62.7,50144,8.33,0.34,0,-0.42,-1.16,0.04,0.15,0.038,,
12/15/23,04:37:33PM,16.789,62.7,50145,8.33,0.34,0,-0.41,-1.13,0.04,0.16,0.038,,
12/15/23,04:37:34PM,16.789,62.7,50145,8.33,0.34,0,-0.42,-1.18,0.03,0.14,0.038,,
12/15/23,04:37:35PM,16.789,62.7,50145,8.33,0.34,0,-0.43,-1.2,0.04,0.16,0.038,,
12/15/23,04:37:36PM,16.788,62.7,50146,8.33,0.34,0,-0.43,-1.19,0.04,0.16,0.038,,
12/15/23,04:37:37PM,16.789,62.7,50146,8.33,0.35,0,-0.44,-1.23,0.04,0.17,0.038,,
12/15/23,04:37:38PM,16.788,62.7,50146,8.33,0.35,0,-0.43,-1.21,0.04,0.18,0.038,,
12/15/23,04:37:39PM,16.788,62.7,50146,8.33,0.35,0,-0.45,-1.25,0.04,0.18,0.038,,
12/15/23,04:37:40PM,16.788,62.7,50146,8.33,0.35,0,-0.45,-1.26,0.05,0.18,0.038,,
12/15/23,04:37:41PM,16.788,62.7,50146,8.33,0.35,0,-0.45,-1.27,0.05,0.19,0.038,,
12/15/23,04:37:42PM,16.789,62.7,50146,8.33,0.34,0,-0.45,-1.26,0.05,0.2,0.038,,
12/15/23,04:37:43PM,16.789,62.7,50146,8.33,0.33,0,-0.46,-1.29,0.06,0.23,0.038,,
12/15/23,04:37:44PM,16.789,62.7,50146,8.33,0.32,0,-0.45,-1.26,0.05,0.2,0.038,,
12/15/23,04:37:45PM,16.789,62.7,50146,8.33,0.33,0,-0.45,-1.26,0.05,0.19,0.038,,
12/15/23,04:37:46PM,16.789,62.7,50146,8.33,0.33,0,-0.44,-1.24,0.05,0.19,0.038,,
12/15/23,04:37:47PM,16.789,62.7,50146,8.33,0.32,0,-0.42,-1.17,0.05,0.18,0.038,,
12/15/23,04:37:48PM,16.789,62.7,50146,8.33,0.32,0,-0.42,-1.18,0.05,0.2,0.038,,
12/15/23,04:37:49PM,16.789,62.7,50146,8.33,0.32,0,-0.41,-1.16,0.06,0.23,0.038,,
12/15/23,04:37:50PM,16.789,62.7,50146,8.33,0.31,0,-0.41,-1.14,0.06,0.24,0.038,,
12/15/23,04:37:51PM,16.789,62.7,50146,8.33,0.3,0,-0.41,-1.15,0.06,0.26,0.038,,
12/15/23,04:37:52PM,16.789,62.7,50146,8.33,0.3,0,-0.41,-1.15,0.07,0.28,0.038,,
12/15/23,04:37:53PM,16.789,62.7,50146,8.33,0.31,0,-0.4,-1.11,0.06,0.24,0.038,,
12/15/23,04:37:54PM,16.789,62.7,50146,8.33,0.3,0,-0.4,-1.11,0.06,0.24,0.038,,
